Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-09-14;Kremer P et al.;14.07.2026;13.07.2026;Rheumatol Int;2026;LLMs beantworten Patientenfragen zu Bindegewebserkrankungen: Blinde Bewertung durch Ärzte und Patienten;Studie vergleich die Qualität von Antworten von ChatGPT, Gemini und Claude zu häufigen Patientenfragen zu vier Bindegewebserkrankungen mit Google Search und bewertet sie durch Patienten und Rheumatologen nach Verständlichkeit, Glaubwürdigkeit und medizinischer Korrektheit.;Alle drei LLMs beantwortet 100% der Fragen (80/80), Google Search 90% (72/80). Patienten bewerteten LLM-Antworten als empathisch (Mittelwert 1,40–2,77) und vertrauenswürdig (1,47–2,6), Ärzte als medizinisch korrekt (1,23–1,98). Gemini 2.5 Pro wurde von beiden Gruppen am häufigsten als beste Lösung bewertet (59% und 63%). Jedoch: 40–55% der von Patientengruppen für wichtig gehaltenen Fragen sind nicht in EULAR-Empfehlungen abgedeckt, besonders Psychosoziales und Familienplanung (0% vollständig adressiert).;"Deutschland – Bindegewebserkrankungen weltweit vergleichbar; Sprachabhängigkeit bei Verständlichkeit relevant";42443611;https://pubmed.ncbi.nlm.nih.gov/42443611/
2026-09-14;Moore JR et al.;10.07.2026;10.07.2026;Prim Care Diabetes;2026;Ungleiche regionale Vorgaben für Diabetes-Schulung in Spanien: Lücken bei psychosozialem Support;Studie vergleicht 13 Leitlinien für Diabetes-Selbstmanagement-Schulung aus spanischen Regionen nach Struktur, Inhalten und Übereinstimmung mit internationalen Standards (ADA, Global Diabetes Survey).;"Große Variabilität zwischen Regionen: die meisten betonen individualisierte Schulung und multidisziplinäre Teams, aber Lücken bei Psychosozialem (z. B. Angststörungen, Depression), Ernährungsberatung und vulnerablen Gruppen. Qualitätsmessung und Evaluationsprozesse waren inkonsistent; einige Leitlinien hatten kein systematisches Bewertungsgerüst.";Südeuropa, vergleichbares Gesundheitssystem – Regionalisierung und Ressourcenunterschiede sind auch in Deutschland relevant;42431736;https://pubmed.ncbi.nlm.nih.gov/42431736/
2026-09-14;Spurway C et al.;03.07.2026;03.07.2026;J Med Internet Res;2026;Shared Decision-Making in der Hausarztpraxis: Patienten sehen KI-Tools als Chance, fordern aber Transparenz;Qualitative Studie mit 18 britischen Patienten mit mehreren chronischen Erkrankungen, die ihre Erfahrungen mit Shared Decision-Making und ihre Wahrnehmung eines KI-Tools zur Unterstützung von Verschreibungsentscheidungen in simulierten GP-Konsultationen beschreiben.;Patienten sehen KI-Potenzial für bessere Kommunikation und Informationszusammenfassung, aber fordern klare Erklärungen, verständliches Design und klinische Führung. Bedenken: Zeitmangel in Sprechstunden, Fragmentierung von Akten, Vertrauensfrage zur KI-Genauigkeit, Angst vor Depersonalisierung, Forderung nach klinischem Urteil statt Ersatz durch KI.;"UK NHS mit Gatekeeping-Hausarzt – System nicht direkt übertragbar; aber Patienten-Anforderungen an verständliche KI-Unterstützung im SDM universell";42398057;https://pubmed.ncbi.nlm.nih.gov/42398057/
2026-09-14;Winter A et al.;Juni 2026;22.06.2026;Musculoskeletal Care;2026;NHS-Patientenblätter zur Frozen Shoulder: Inkonsistente Inhalte, mangelnde Leitlinienkonformität;Studie sucht und analysiert 38 öffentlich verfügbare Patienteninformationsblätter von NHS-Trusts zur konservativen Behandlung der Frozen Shoulder und vergleicht sie mit NICE-Leitlinie und BESS-Empfehlungen.;Erhebliche Variation bei Analgesie (Angaben), Aktivitätsmodifikation, Bewegungstherapie und Injektionen. Kein einziger Patientenleitfaden spiegelt alle Kernelemente der NICE-Leitlinie und BESS-Standards wider. Publikationsdaten von April 2013 bis März 2025 zeigen, dass Konsistenz und Klarheit stark variieren.;"UK NHS – ähnliche Dokumentationspflichten und Leitlinienkultur wie in Deutschland; Problematik der Inkonsistenz lokal übertragbar";42332346;https://pubmed.ncbi.nlm.nih.gov/42332346/
2026-09-13;Høgsholt M et al.;11.09.2026;11.09.2026;BMJ Open;2026;Physiotherapie-Schulung senkt Hüftschmerz bei Sehnenpatholgie um klinisch relevante Werte;Prospektive Kohorte mit 60 Frauen mit MRT-verifizierter Glutealsehnenpathologie, die 3 Monate Physiotherapie mit Patientenschulung und Heimübungen erhielten.;"85 % Trainingsadherenzen. HAGOS-Schmerzsubskala verbesserte sich von 46,4 auf 60,1 (Mittelwert mit 95%-KI 54,4–65,7); klinisch relevante Verbesserungen in sekundären Outcomes sowie Kraft und Mobilitätstests.";Dänemark, öffentliches Gesundheitssystem – Vergleichbar mit deutschem Versorgungsauftrag;42727969;https://pubmed.ncbi.nlm.nih.gov/42727969/
2026-09-13;Andersson S et al.;31.12.2026;11.09.2026;Int J Qual Stud Health Well-being;2026;Patientenpräferenzen für Diabetesschulung: Warum lehnen Patienten Gruppenunterricht ab?;Qualitative Studie mit 18 Patienten, die eine Gruppenediktion zum Typ-2-Diabetes in der schwedischen Primärversorgung abgelehnt hatten, zur Erfassung ihrer Gründe und Vorstellungen.;"Drei unterschiedliche Konzeptionen: Patienten ohne Bedarf bevorzugten individuelles Lernen; andere erkannten Vorteile, benannten aber Barrieren wie inflexible Zeitpläne; wiederum andere schätzten reflektive, unterstützende Umgebungen und gemeinsame Erfahrungen. Flexible, personenzentrierte Ansätze sind notwendig.";Schweden, vergleichbares Primärversorgungssystem – Gatekeeping-Struktur nicht auf Deutschland übertragbar;42726907;https://pubmed.ncbi.nlm.nih.gov/42726907/
2026-09-13;Duan J et al.;07.09.2026;09.09.2026;Braz J Med Biol Res;2026;Schulungsmodell KAP senkt Blutdruck und hebt Therapietreue bei Hypertonie;Randomisierte Kontrollstudie mit 200 Hypertonikern, davon 100 mit informationsgestütztem Gesundheitsmanagement plus Knowledge-Attitude-Practice (KAP)-Schulung versus Kontrolle mit Standard.;Blutdruckkontrollrate Intervention 78 % vs. Kontrolle 61 % (p<0,05). Systolischer/diastolischer Blutdruck nach Intervention niedriger (p<0,05). Medikamentenadhärenz, Selbstmanagement, Gesundheitsverhalten und Lebensqualität höher in Interventionsgruppe (p<0,05). Patientenzufriedenheit höher (p<0,05).;China – Unterschiedliche Bildungs- und Gesundheitssysteme, aber KAP-Prinzipien prinzipiell universell anwendbar;42715468;https://pubmed.ncbi.nlm.nih.gov/42715468/
2026-09-13;Larsson K et al.;25.07.2026;28.07.2026;Patient Educ Couns;2026;Wie treffen Onkologen Therapieentscheidungen in komplexen Situationen?;Qualitative Studie mit 12 schwedischen Fachleuten zur Erfassung ihrer Erfahrungen bei der Therapieauswahl in späten Linien bei metastasiertem Brustkrebs unter Bedingungen unklarer Evidenz.;"Fünf Themen: Ärzte nutzen Fachkompetenz und Erfahrung, laden Patienten zur Partizipation ein, unterstützen autonome Entscheidungen und holen kollegiale Ratschläge ein. Ärzte sind aktive Entscheidungsträger, nicht neutrale Vermittler; sie teilen ihre Wertungen mit und tragen Verantwortung.";Schweden, Universitätskliniken – Teilweise auf deutsche Versorgung übertragbar;42520597;https://pubmed.ncbi.nlm.nih.gov/42520597/
2026-09-13;Mestl H;23.06.2026;25.06.2026;Tidsskr Nor Laegeforen;2026;Gesundheitskompetenz bei älteren Patienten mit Herz-Kreislauf-Erkrankungen: Latente Profilanalyse;Querschnittsstudie mit 459 älteren Patienten mit Herz-Kreislauf-Erkrankungen zur Erfassung von eHealth-Literalität und assoziierten Faktoren mittels latenter Profilanalyse.;"Mittlere eHEALS-Gesamtwerte 25,16 ± 5,59. Drei Gruppen: niedrig (28,3 %), mittel (50,3 %), hoch (21,4 %). Höhere Bildung, häufigere Internetnutzung, regelmäßige Bewegung und wahrgenommene soziale Unterstützung waren positiv assoziiert; hohes Alter und Komorbiditäten negativ.";China – Demographische und Systemunterschiede, aber Heterogenität eHealth-Literacy universell relevant;42343611;https://pubmed.ncbi.nlm.nih.gov/42343611/
2026-09-13;Schwarz GL et al.;18.06.2026;18.06.2026;Eur Geriatr Med;2026;Was möchten ältere Patienten bei Intensivmedizin-Entscheidungen beitragen?;Qualitative Querschnittsbefragung mit 202 Patienten ab 80 Jahren und 153 Angehörigen aus Norwegen zu ihrer Rolle bei Entscheidungen bei hypothetischer lebensbedrohlicher Erkrankung.;Fünf Kategorien: Wissenschaftliches Wissen suchen, persönliches Wissen einbringen, Pflege an Heterogenität älteren Alters anpassen, Entscheidungsprozess verbessern, Sicherheit stärken. Alle Kategorien sind Bewältigungsstrategien für multidimensionale Unsicherheit.;Norwegen, vergleichbare Versicherungsmedizin – Shared-Decision-Making-Modelle ohne Gatekeeping;42315742;https://pubmed.ncbi.nlm.nih.gov/42315742/
2026-09-12;Gurgel FÉSL et al.;11.09.2026;11.09.2026;PLoS One;2026;Kulturell verankerte Schulungsmaterialien für schwangere Diabetikerinnen in Brasilien;Entwicklung und Inhaltsvalidierung eines ‚Cordel' (traditionelle brasilianische Reimform) als Entlassungsanleitung für schwangere Frauen mit Gestationsdiabetes in zwei Tertiär-Kliniken Fortalezas.;"Alle Items mit Stichprobe (n=22 schwangere Frauen mit Diabetes) erreichten Content-Validity-Index von 1,00; Gesamt-CVI 1,00. Expert:innen-Bewertung (n=40): CVI 0,95-1,00, Gesamt-CVI 0,99. Hohe interne Konsistenz bei Expert:innen (α=0,96). Kulturelle Passung und Verständlichkeit bestätigt.";Brasilien: Zeigt Prinzip der kulturellen Anpassung, Übertragung auf Deutschland müsste lokale Verständigungsformen nutzen.;42726707;https://pubmed.ncbi.nlm.nih.gov/42726707/
2026-09-12;Stenlund AL et al.;Sept. 2026;11.09.2026;Nurs Open;2026;Wie Hausärzte Herzerkrankungsrisiko bei Diabetespatienten kommunizieren;Qualitative Studie mit 14 Primärversorgern in Schweden zur Frage, wie sie kardiovaskuläres Risiko bei Typ-2-Diabetes verständlich darstellen und mit Unsicherheit umgehen.;Kernfinding: Profis erleben erhebliche Unsicherheit bei der individuellen Risikobewertung und Schwierigkeiten, Risiko pädagogisch vermittelbar zu machen. Diabetesfachpflegen berichten Isolation und fehlende ärztliche Unterstützung. Alle wünschen sich bessere Teamorganisation und mehr Ressourcen.;Schweden (vergleichbares Hausarztsystem), Erkenntnisse zur Kommunikationsbarriere gelten übergreifend.;42723130;https://pubmed.ncbi.nlm.nih.gov/42723130/
2026-09-12;Adams M et al.;10.09.2026;10.09.2026;Support Care Cancer;2026;Entscheidungshilfe Brustkrebs-Op mit Lebensqualitätsdaten senkt Unsicherheit;Entwicklung und Testung der IDECIDE-Entscheidungshilfe für Brustkrebs-Patienten, die Daten zur langfristigen Lebensqualität nach Operation direkt einbindet und beide Optionen vergleichbar macht.;Patienten bewerteten Verständlichkeit mit 98,7 %, Handlbarkeit 92,0 %. Ärzte Verständlichkeit 100 %, Handlbarkeit 95,2 %. IPDAS-Kriterium-Erfüllung 92,4 %. Beide Gruppen bescheinigten Ausgewogenheit, klare visuelle Gestaltung und Relevanz der QoL-Integration.;"USA (Colorado), Designprinzipien der Shared Decision-Making-Hilfe sind sprachunabhängig; Systemtransfer erfordert lokale QoL-Daten.";42722882;https://pubmed.ncbi.nlm.nih.gov/42722882/
2026-09-12;Li LJ et al.;02.09.2026;10.09.2026;Sci Rep;2026;Multimodale Schulung hebt Nasenspül-Adhärenz von 11 % auf 75 %;Qualitätsverbesserungsstudie in Taiwan: Zweiphasige Intervention mit Schulungsmaterialien, Videos und Beratung plus optimiertem Gerät zur Steigerung der Patientenadhärenz beim täglichen Spülen bei chronischer Rhinitis.;Nasenspül-Adhärenz stieg von Baseline 11,2 % → erste Phase 45,2 % (p<0,001) → zweite Phase 75,0 % (p=0,013). Wissenstest verbesserte sich von 51 % auf 93,8 %. Patientenzufriedenheit deutlich erhöht. Systemisches Design überwand das Problem.;Taiwan, Taiwan: Zeigt aber, dass strukturierte Patientenzentrierung mit aufeinanderbauenden Barrieren-Lösungen universal wirkt.;42722715;https://pubmed.ncbi.nlm.nih.gov/42722715/
2026-09-12;de Carvalho Corôa R et al.;Okt. 2026;10.09.2026;Health Expect;2026;Welche Beteiligungsformen der Patienten beim Upscaling wirken: Konsensus;Delphi-inspirierte Konsensstudie mit Patienten, Fachkräften und Politikern zu Strategien, wie Patienten und Öffentlichkeit beim Scaling von Gesundheitsinterventionen sinnvoll beteiligt werden.;23 PPI-Strategien validiert. 19 erreichten Konsens in mind. einem der vier Kriterien (Equity, Comprehensiveness, Adaptability, Significance). Höchste Gesamtscores: Co-Leadership in Qualitätsverbesserung (88,3 %), Co-Leadership Politikgestaltung (87,3 %), Nutzerbedarf-Assess (87,3 %). Priorisierte Strategien unterscheiden sich von Literaturtrends.;Kanada, aber durch breite internationale Beteiligung und Fokus auf Strukturen eher universell anwendbar.;42717624;https://pubmed.ncbi.nlm.nih.gov/42717624/
2026-09-12;Max T et al.;22.06.2026;23.06.2026;Andrology;2026;Wo Patienten Urologie-Infos suchen und wie gut diese Quellen sind;Deutsche Befragung (283 Urologen-Patienten) zu Online-Rechercheverhalten kombiniert mit Qualitätsbewertung (DISCERN, Flesch-Index) von Websites und LLMs.;"67 % suchen vorab online, junge Patienten (<50 J.) zu 60 %. Bevorzugt: Fachverbands-Webseiten und Wikipedia; 30 % nutzen kommerzielle Seiten. Websites und LLMs: ausreichend informativ, aber schlecht verständlich (Lesbarkeit unzureichend). Ärzt:innen-Patient:innen-Gespräche bleiben zentral.";Deutschland, deutsche Kliniken, direkt übertragbar auf deutsches Informationsumfeld.;42333634;https://pubmed.ncbi.nlm.nih.gov/42333634/
2026-09-11;Adu-Gallant C et al.;10.09.2026;10.09.2026;Eur J Pediatr;2026;Altersgrenzen und Beteiligung von Kindern in Behandlung europaweit uneinheitlich;Querschnittsumfrage von 20 jungen Kinderärztinnen und Kinderärzten aus Europa (Juni 2025) zu Altersgrenzen für autonome Entscheidungen von Kindern, zur Harmonisierung über Ländergrenzen und zu Schulung in Shared Decision Making mit Kindern.;"Große Variabilität in bevorzugten Mindestaltergrenzen zwischen Gesundheitsbereichen. 70% befürworteten Standardisierung von Altersgrenzen europaweit. 85% der Teilnehmenden berichteten Mangel an formaler Schulung in Shared Decision Making mit Kindern. Kleine Stichprobe (n=20); Befunde explorativ.";"Europäische Kinderärzte in vergleichbaren Systemen; DACH-Region direkt relevant";42720795;https://pubmed.ncbi.nlm.nih.gov/42720795/
2026-09-11;Jourdan D et al.;01.09.2026;10.09.2026;Health Promot Int;2026;Schulische Gesundheitsförderungsrichtlinien fördern Gesundheitskompetenz von Schülern;"Quantitative Studie zu Einflussfaktoren auf Gesundheitskompetenz von Grundschülern (n=2325) in 46 Schulen; Messung der Umfassendheit schulischer Gesundheitsförderungsrichtlinien nach dem Settings-Ansatz.";Multivariate Analysen zeigten signifikante Effekte: Breite der Gesundheitsförderungsrichtlinien, Zusammenarbeit mit Eltern, Lehrerressourcen (Weiterbildung, Wohlbefinden) und sozioökonomischer Kontext (Mutterbildung, Quote kostenloser Schulmahlzeiten) beeinflussten Schüler-Gesundheitskompetenz signifikant. Modellparameter nicht numerisch angegeben, aber grundsätzlicher Kausalbeleg erbracht.;"Schulische Praxis in Taiwan; Prinzipien des Settings-Ansatzes in Deutschland anwendbar";42720094;https://pubmed.ncbi.nlm.nih.gov/42720094/
2026-09-11;Franke S et al.;18.08.2026;02.09.2026;Front Public Health;2026;Messinstrument zur Mentalen Gesundheitskompetenz von Fachkräften im Schulkontext;"Entwicklung und Validierung der Mental Health Literacy and Prevention Survey (mHELP) an n=556 deutschen Lehrerinnen und Lehrern; Messung von Wissen, Stigma, Selbstwirksamkeit und emotionalem Verständnis im Kontext schulischer Prävention.";"Bestätigungsfaktoranalyse unterstützte fünf-Faktor-Struktur. Interne Konsistenz (Cronbachs α und McDonald ω) gut für Gesamtscore und Subskalen Wissen, Hilfeverhalten und emotionales Verständnis. Stigma- und Selbstwirksamkeitssubskalen zeigten schwächere Kennwerte. Test-Retest-Reliabilität über 6 Monate moderat; Split-Half-Reliabilität des Gesamtscores hoch. Diskriminanzvalidität zeigten niedrige Korrelationen mit Symptommessinstrumenten.";"Deutsche Lehrerkohorte; direkt auf deutsches Schulsystem übertragbar";42683357;https://pubmed.ncbi.nlm.nih.gov/42683357/
2026-09-11;Beccia F et al.;02.07.2026;02.07.2026;BMJ Open;2026;Krebskompetenz in Europa: Bedarfe und Barrieren;Scoping-Review-Protokoll zur Kartierung von Krebskompetenz, Informationslücken, Desinformation und Maßnahmen in neun europäischen Ländern (Rumänien, Portugal, Belgien, Bulgarien, Montenegro, Ukraine, Italien, Irland, Moldau).;"Protokollstudie; konkrete Ergebnisse noch ausstehend. Geplant ist systematische Recherche von Januar 2015 bis Dezember 2025 in PubMed, Scopus und grauer Literatur mit Fokus auf Unterschiede nach Bildung, Einkommen und Sprache sowie Barrieren in der Vermittlung verlässlicher Information.";Multi-nationale europäische Analyse mit direktem Bezug zu deutschsprachigen Ländern und regionalen Systemen;42392641;https://pubmed.ncbi.nlm.nih.gov/42392641/
2026-09-11;Wörl F et al.;01.07.2026;01.07.2026;Horm Metab Res;2026;Familien mit Diabetes-Risiko nehmen eher an Präventionsstudien teil;Analyse von Determinanten der Teilnahme und Nicht-Teilnahme von Säuglingen in Präventionsstudien zu Typ-1-Diabetes (n=6059 Versuchspersonen aus 5 Ländern: Deutschland, Belgien, UK, Schweden, Polen) mit qualitativen und quantitativen Daten (2017–2024).;"Längere Entscheidungsdauer (OR 1,01; 95%-KI 1,00–1,01; p=0,002), Verwandter ersten Grads mit T1D (OR 2,18; 95%-KI 1,95–2,43; p<0,001) und höheres mütterliches Alter (OR 1,03; 95%-KI 1,01–1,05; p=0,003) waren mit Teilnahme assoziiert. Herbstgeburten (OR 0,85; p=0,03) und längere Fahrtdistanzen (OR 0,97; p=0,01) reduzierten Teilnahme. Qualitative Befunde zeigten Wahrnehmung des Erkrankungsrisikos und Teilnahmebürde als zentrale Faktoren.";"Deutsches Zentrum und deutschsprachige Rekrutierung; europäisches Forschungskonsortium";42385747;https://pubmed.ncbi.nlm.nih.gov/42385747/
2026-09-11;Weber F et al.;29.06.2026;29.06.2026;Osteoarthritis Cartilage;2026;Blended Care mit Smartphone senkt Schmerz in milder Koxarthrose;Deutschlandweite RCT zur Wirksamkeit einer zwölfmonatigen Smartphone-unterstützten Physiotherapie (SmArt-E) gegen übliche Versorgung bei Hüft- und Kniearthrose in 27 Praxen (n=330).;"Kein signifikanter Unterschied beim Schmerz (NRS: −0,36; 95%-KI: −0,84 bis 0,12; p=0,14) oder Funktion (2,66 Punkte auf HOOS/KOOS-ADL; 95%-KI: −0,46 bis 5,77; p=0,09). Bei Sekundärzielen zeichneten sich kleine, klinisch nicht bedeutsame Vorteile ab. Beide Gruppen verbesserten sich im Zeitverlauf, was auf Bias-Quellen oder angepasste Therapie hindeutet.";Deutsche Klinikdaten und Physiotherapiepraxen, übertragbare Versorgungsstruktur;42373005;https://pubmed.ncbi.nlm.nih.gov/42373005/
2026-09-10;Griffin G et al.;31.12.2026;09.09.2026;Int J Qual Stud Health Well-being;2026;Partizipative Ermittlung von Gesundheitsinformationsbedarfen von Migrantinnen aus Myanmar in Australien;Vier Community-Hörsessions mit 39 Frauen mit Fluchthintergrund aus Myanmar und Gemeinschaftsführerinnen (Karen- und Chin-Gruppen) in Western Australia zur Identifikation von Gesundheitsinformationsprioritäten und strukturellen Barrieren.;Fünf Kategorien identifiziert (veränderte Kontexte, Motivationen, Informationsprioritäten, -quellen, strukturelle Barrieren). Health Literacy wird als kollektiver, relationaler und strukturell begrenzter Prozess konzeptualisiert. Große Lücken in verfügbaren Informationsressourcen und strukturelle Barrieren für Umsetzung erkannt. Umfassende Maßnahmen zur Gesundheitsförderung und Beseitigung struktureller Hürden notwendig.;"Australien; Befunde zu Migrationserfahrungen und partizipativer Ansatz übertragbar";42715359;https://pubmed.ncbi.nlm.nih.gov/42715359/
2026-09-10;Ike TJ et al.;25.08.2026;09.09.2026;Front Public Health;2026;Gesundheitskommunikation gegen Impfzögerlichkeit bei Kindern in Nigeria: Systematische Übersicht;Systematische Übersicht von 12 Studien (2017–März 2026) zu Kommunikationsstrategien gegen elterliche Impfzögerlichkeit bei Kleinkindern (0–3 Jahre) in Nigeria.;Vier Hauptstrategien identifiziert: (1) Medienkampagnen, (2) staatliche Kommunikationsmaßnahmen, (3) gemeindegestützte Ansätze, (4) telefonische Strategien. Empfehlung: kulturell angepasste, mehrkanalige Kommunikation, einschließlich vertrauenswürdiger religiöser und traditioneller Anführer, Medienplattformen und SMS. Kommunikation muss reaktiv auf strukturelle Zwänge und Informationsbedarfe der Gemeinschaft sein.;"Nigeria; Befunde zur kulturellen Anpassung und Gemeinschaftsbeteiligung prinzipiell relevant";42713528;https://pubmed.ncbi.nlm.nih.gov/42713528/
2026-09-10;Cuyul-Vásquez I et al.;Aug. 2026;08.09.2026;Reumatol Clin (Engl Ed);2026;Patient-Journal-Club verbessert Lebensqualität und reduziert Schmerzkastastrophisierung bei Fibromyalgie;Pilot-Vor-Nachher-Studie mit 20 Frauen mit Fibromyalgie zu einem dreiwöchigen Patient-Journal-Club-Programm (gemeinsames Lesen adaptierter Forschungsartikel unter Moderation einer Logopädin).;"Signifikante Verbesserungen in Lebensqualität (p=0,001; d=−0,85), Schmerzintensität (p=0,005; d=−0,74), Schmerzkastastrophisierung (p<0,001; d=−1,11), Schmerzakzeptanz (p=0,028; d=0,53) und Cyberchondrie (p=0,003; d=−0,75). Selbstwirksamkeit zeigte keine signifikante Änderung (p=0,083). Autoren betonen kleine Stichprobengröße und fehlende Kontrollgruppe; größere kontrollierte Studien notwendig.";"Chile; Patientenbildungsformat und psychosoziale Wirkung prinzipiell übertragbar";42711030;https://pubmed.ncbi.nlm.nih.gov/42711030/
2026-09-10;De Vita E et al.;25.06.2026;25.06.2026;BMC Public Health;2026;Notfall-Risikokommunikation: Lücke zwischen Evidenz und Praxis in italienischen Pandemieplänen;Scoping Review von 173 Studien (2019–Mai 2024) zur Notfall-Risikokommunikation, verglichen mit Analyse von 18 italienischen Regionalplänen für Pandemievorsorge auf Kommunikationsinhalte und -strukturen.;"Forschung fokussiert auf Massenkommunikation und COVID-19-Reaktion; Bürgerbeteiligung, Infodemiebewältigung und Chancengleichheit unterrepräsentiert. Italienische Pläne zeigen erhebliche Heterogenität: Kommunikation oft als Top-down-Informationsvermittlung dargestellt, strukturierte Monitorings und Evaluationen inkonsistent adressiert. Substantielle Lücke zwischen wissenschaftlichen Prinzipien (Aktualität, Transparenz, Vertrauen) und institutioneller Umsetzung.";Italienische Gesundheitspläne, Befunde auch auf deutsches System übertragbar;42351103;https://pubmed.ncbi.nlm.nih.gov/42351103/
2026-09-10;Sercu L et al.;23.06.2026;23.06.2026;J Adolesc;2026;Digitale Fähigkeiten und Mental-Health-Literacy als Faktoren für Wohlbefinden bei Teenagern in Belgien;Onlineumfrage mit 431 flämischen Schülern untersuchte, wie Gesundheitskompetenz im psychischen Bereich und digitale Fähigkeiten mit dem psychischen Wohlbefinden korrelieren.;"Beide Faktoren zeigten positive Korrelationen mit Wohlbefinden und waren stark untereinander assoziiert. Digitale Kompetenzwahrnehmung war der stärkste Einzelprädikator im kombinierten Modell, möglicherweise weil sie Jugendlichen hilft, Gesundheitsinformationen online zu finden, zu bewerten und anzuwenden. Jungen berichteten höheres Wohlbefinden und leicht höhere digitale Fähigkeiten; keine Unterschiede in Mental-Health-Literacy.";Belgien, vergleichbares Schulsystem und Versorgungskontext;42333886;https://pubmed.ncbi.nlm.nih.gov/42333886/
2026-09-10;Chakraborty-Groot T et al.;10.06.2026;17.06.2026;Eur J Public Health;2026;Gesundheitskompetenz mildert nicht den Zusammenhang zwischen Multimorbidität und Zahnlosigkeit;Querschnittsstudie mit 42.357 Personen aus der niederländischen Lifelines-Kohorte untersuchte, ob Gesundheitskompetenz die Assoziation zwischen Multimorbidität und kompletter Zahnlosigkeit (Ödentulismus) beeinflusst.;Multimorbide Patienten hatten 2,26-fach höhere Chancen für Zahnlosigkeit (95%-KI: 2,06–2,47), bei kardiovaskulär-endokrinologischem Muster 3,52-fach (95%-KI: 3,03–4,08). Gesundheitskompetenz moderierte diese Assoziation nicht signifikant. Die Befunde unterstützen eine Notwendigkeit für koordinierte medizinisch-zahnmedizinische Versorgung.;Niederländische Versicherungsdaten, vergleichbares System zu Deutschland;42309526;https://pubmed.ncbi.nlm.nih.gov/42309526/
2026-09-09;Santos GRDSD et al.;Sept. 2026;08.09.2026;Nurs Open;2026;Patientenbeteiligung an Übergabegesprächen braucht explizite Einladung und angepasste Kommunikation;Qualitative Studie auf einer Coronar-Intensivstation in Brasilien – Wahrnehmungen von Patienten und Pflegefachpersonen zur Teilnahme von Patienten an pflegerischen Übergabegesprächen.;"22 Pflegefachpersonen und 16 Patienten befragt (Oktober 2023 bis Mai 2024). Pflegende erkannten Nutzen (Kommunikation, Patientensicherheit), äußerten aber Bedenken (Vertraulichkeit, emotionale Belastung, Fachsprache, Dauer). Patienten werteten Information, wünschten sich aber nicht automatisch aktive Rolle – Beteiligung braucht explizite Einladung. Schlüsselbotschaft: Bedside-Handover allein sichert nicht participatory handover; Organisationsbereitschaft, angepasste Sprache und flexible Ansätze nötig.";"Brasilien, anderes Gesundheitssystem; Befunde zur Partizipation und Health Literacy universal relevant";42710019;https://pubmed.ncbi.nlm.nih.gov/42710019/
2026-09-09;Wang JW et al.;24.08.2026;08.09.2026;Front Public Health;2026;Algorithmen beeinflussen vor dem Arztbesuch gebildete Behandlungserwartungen;Konzeptpapier zu einem Analyserahmen (DECA) für die Untersuchung, wie Kurzvideos auf Social Media vor dem Arztbesuch Patientenerwartungen bei Knochentumoren bilden und Shared Decision-Making erschweren können.;Hypothese: Pre-Konsultations-Kognitionen durch Videoalgorithmen könnten verzögerte Nebenwirkungsmeldung, Lücken in Prävention, geringere Therapietreue und mehr Notfallbesuche verursachen. DECA-Framework schlägt vor: DECA-E (Exposition vor Konsultation), DECA-C (kognitives Screening), DECA-L (Langzeitfolgen). Rahmen noch nicht validiert.;"China, konzeptionell; übertragbar auf Deutschland re Einfluss sozialer Medien vor Arztbesuch";42707208;https://pubmed.ncbi.nlm.nih.gov/42707208/
2026-09-09;Lin Y et al.;01.09.2026;04.09.2026;JMIR Mhealth Uhealth;2026;Digitale Schulung mit Verhaltensanreizen verbessert Stoffwechselkontrolle bei Diabetes;Randomisierte Kontrollstudie an vier chinesischen Kliniken zu einem digitalen Schulungsprogramm mit Verhaltensanreizen (Nudges) für Typ-2-Diabetes – Primäres Ziel war HbA1c-Reduktion nach 12 Wochen.;HbA1c-Reduktion Interventionsgruppe: 0,38% (95%-KI: –0,68% bis –0,09%, p=0,01) stärker als Kontrolle. Auch Nüchtern-Blutglukose (–0,75 mmol/L, p<0,001), Gewicht (–0,84 kg, p=0,03), BMI (–0,38 kg/m², p=0,01), Selbstmanagement und Eigeneffektivität zeigten signifikante Verbesserungen (alle p<0,05).;Technisch übertragbar, aber Versorgungskontexte (Digitalisierungsgrad, Infrastruktur) unterscheiden sich;42695340;https://pubmed.ncbi.nlm.nih.gov/42695340/
